Country,Location,Name,Coordinates
GB,HP2,Greatham,5438N 00114W
GB,HPC,Hope Cove,5014N 00351W
GB,HPT,Hound Point,5602N 00318W
GB,HRF,Harefield,5136N 00029W
GB,HSE,Hessle/Hull,5343N 00026W
GB,HST,Hunterston,5543N 00453W
GB,HTA,Streatham,5125N 00108W
GB,HTH,Hythe,5104N 00105E
GB,HTP,Hartlepool,5441N 00113W
GB,HTS,Whitehills,5740N 00234W
GB,HUL,Hull,5344N 00019W
GB,HUT,Houton,5855N 00311W
GB,HUX,Hutton,5137N 02200E
GB,HVO,"Ham Voe, Foula",6008N 00202W
GB,HWV,Howwood,5548N 00433W
GB,HWZ,Hugh Town,4955N 00619W
GB,HXL,Goxhill,5353N 00012W
GB,HXX,Hedon,5344N 00011W
GB,HYG,Hayling Island,5050N 00059W
GB,HYI,Holy Island,5540N 00148W
GB,HYR,Heybridge,5143N 00042E
GB,IAY,Inverallochy,5740N 00155W
GB,ICH,Inchture,5626N 00310W
GB,IFN,Shifnal,5240N 00222W
GB,IGG,Eigg,5654N 00610W
GB,IGM,Ingoldmells,5311N 00020E
GB,ILF,Ilfracombe,5113N 00407W
GB,ILL,Gills,5839N 00309W
GB,IMG,Islandmagee,5449N 00542W
GB,IMM,Immingham,5336N 00013W
GB,INK,Inverkeithing,5601N 00324W
GB,INR,Inverie,5702N 00541W
GB,INS,Instow,5103N 00410W
GB,INT,Wintringham,5408N 00039W
GB,INV,Inverness,5729N 00413W
GB,IOG,Isle of Grain,5127N 00042E
GB,ION,"Baile Mor, Iona",5620N 00624W
GB,IOS,Isle of Sheppey,5124N 00049E
GB,IRB,Irby,5019N 00457W
GB,IRE,Leire,5230N 11340W
GB,IRV,Irvine,5536N 00440W
GB,ISA,Port Isaac,5035N 00449W
GB,ISY,Islay,5548N 00615W
GB,IVG,Invergordon,5742N 00410W
GB,IVK,Inverkip,5554N 00452W
GB,IVR,Inveraray,5614N 00504W
GB,JAR,Jarrow,5459N 00127W
GB,JHV,Johnshaven,5648N 00220W
GB,JHW,Crown Dry-Dock,5314N 00019W
GB,JOG,John O'Groats,5838N 00304W
GB,JTB,Johnstonebridge,5512N 00325W
GB,JUR,Jura,5601N 00555W
GB,KAL,"Kallin (Ceallan), Isle of Grimsay",5729N 00712W
GB,KBE,Kinlochbervie,5827N 00502W
GB,KBK,Burstwick,5344N 00008W
GB,KBT,Kirkcudbright,5450N 00403W
GB,KCG,Kennacraig,5548N 00528W
GB,KCN,Kircubbin,5429N 00532W
GB,KDE,Kincardine,5604N 00342W
GB,KEA,Keadby,5336N 00044W
GB,KEI,Keighley,5353N 00155W
GB,KES,Keiss,5832N 00307W
GB,KET,"Kettletoft, Sanday",5914N 00236W
GB,KEV,Keyhaven,5043N 00134W
GB,KGH,Killingholme,5337N 00016W
GB,KHA,Thakeham,5056N 00025W
GB,KHN,Kinghorn,5604N 00310W
GB,KIB,Kingsbridge,5017N 00346W
GB,KIC,Kilcreggan,5559N 00451W
GB,KIM,Kimmeridge,5037N 00207W
GB,KIO,Killough,5415N 00538W
GB,KIP,Kippford,5452N 00347W
GB,KIS,Kishorn,5724N 00535W
GB,KKD,Kirkcaldy,5607N 00309W
GB,KKN,Kirkconnel,5523N 00400W
GB,KLK,Kilkeel,5404N 00600W
GB,KLN,King's Lynn,5245N 00023E
GB,KLY,Kilgetty,5144N 00442W
GB,KMI,Kemsing,5118N 00013E
GB,KNC,Kinlochleven,5642N 00459W
GB,KOA,Kilchoan,5642N 00606W
GB,KOH,"Kinloch, Rum",5700N 00617W
GB,KRM,Kirtomy,5832N 00409W
GB,KWE,Kingswear,5020N 00334W
GB,KWH,Hatston,5900N 00258W
GB,KWL,Kirkwall,5859N 00257W
GB,KYE,Kyles of Bute,5552N 00513W
GB,KYH,Killyleagh,5424N 00543W
GB,KYL,Kyle of Lochalsh,5716N 00543W
GB,KYN,Kyleakin,5716N 00544W
GB,KYU,Kylesku,5815N 00501W
GB,LAB,Llanaber,5244N 00405W
GB,LAH,Lamlash,5532N 00509W
GB,LAO,Landore,5138N 00355W
GB,LAV,Lavenham,5206N 00048E
GB,LAX,Laxo,6021N 00112W
GB,LBA,Leeds,5348N 00135W
GB,LBD,"Lochboisdale (Loch Baghasdail), South Uist",5709N 00719W
GB,LBE,Loch Buie (Mull),5618N 00554W
GB,LBH,Lamb Head,5905N 00232W
GB,LCA,Lochawe,5624N 00503W
GB,LCC,Loch Carnan,5720N 00715W
GB,LCD,Loch Torridon,5758N 00576W
GB,LCG,Loch Long,5605N 00451W
GB,LCM,Lytchett Minster,5044N 00203W
GB,LCR,Lochcarron,5724N 00529W
GB,LDC,Ladock,5019N 00457W
GB,LDS,Saint Leonards-on-Sea,5051N 00034E
GB,LEI,Leith,5557N 00310W
GB,LEQ,Land's End,5004N 00543W
GB,LER,Lerwick,6009N 00109W
GB,LFF,Llansteffan,5146N 00423W
GB,LGO,Largo,5613N 00257W
GB,LGP,London Gateway Port,5130N 00029E
GB,LGS,Largs,5547N 00451W
GB,LHO,"Longhope, Hoy",5848N 00312W
GB,LHS,Loch Striven,5556N 00504W
GB,LHV,Little Haven,5146N 00506W
GB,LIB,Liverpool Bay Terminal,5341N 00333W
GB,LIV,Liverpool,5325N 00300W
GB,LL3,Lullington,5242N 00137W
GB,LLD,Llanddulas,5317N 00338W
GB,LLN,Llanelli,5140N 00409W
GB,LLS,Llanstephan,5147N 00424W
GB,LLU,Littlebourne,5116N 00110E
GB,LMA,Lochmaddy,5736N 00711W
GB,LMK,Limekilns,5602N 00329W
GB,LMN,Ballymartin,5404N 00557W
GB,LMT,Llansamlet,5139N 00353W
GB,LNA,Lochearnhead,5623N 00417W
GB,LNM,Lynmouth,5113N 00349W
GB,LOE,Looe,5021N 00427W
GB,LOK,Little Oakley,5155N 00114E
GB,LOL,Lochaline,5632N 00547W
GB,LOS,Leigh-on-Sea,5133N 00040E
GB,LOV,Lochinver,5809N 00515W
GB,LOY,Walls,6013N 00133W
GB,LRG,Lairg,5802N 00424W
GB,LRP,Loch Ryan Pt,5459N 00502W
GB,LRZ,"Lochranza, Isle of Arran",5542N 00518W
GB,LSC,Loch Scridain (Isle Mull),5620N 00611W
GB,LSH,Langstone,5050N 00059W
GB,LSM,Lismore Island,5629N 00533W
GB,LSS,Lossiemouth,5742N 00317W
GB,LTD,Bolt Head,5013N 00347W
GB,LTP,London Thamesport,5126N 00036E
GB,LTS,"Loth, Sanday",5912N 00242W
GB,LUG,Lugton,5545N 00432W
GB,LUI,"South Cuan, Luing",5616N 00538W
GB,LUL,Lulworth Camp,5038N 00214W
GB,LUX,Luxulyan,5023N 00445W
GB,LVK,Levenwick,5958N 00116W
GB,LVR,"Leverburgh, Harris",5746N 00701W
GB,LWC,Lulworth Cove,5040N 00213W
GB,LWL,Latheronwheel,5816N 00322W
GB,LXG,Luxborough,5107N 00328W
GB,LXY,Loxley,5324N 00129W
GB,LYB,Lybster,5818N 00317W
GB,LYD,Lydney,5143N 00231W
GB,LYR,Lyme Regis,5044N 00256W
GB,LYS,Lyness,5850N 00312W
GB,LYT,Lynton,5113N 00350W
GB,LYW,Ballywalter,5432N 00529W
GB,M89,Miserden,5147N 00206W
GB,MAI,Maidens,5520N 00447W
GB,MAW,Marchwood,5053N 00126W
GB,MCD,Macduff,5740N 00229W
GB,MDE,Bramdean,5102N 00107W
GB,MDI,Ardwick,5328N 00212W
GB,MDL,Middleham,5417N 00148W
GB,MED,Med,5140N 00054E
GB,MFN,Morfa Nefyn,5256N 00432W
GB,MFS,Milford-on-Sea,5043N 00135W
GB,MFY,Meikle Ferry,5751N 00408W
GB,MGP,"Magilligan Point Ferry Terminal, Lough Foyle",5511N 00658W
GB,MHD,Minehead,5112N 00328W
GB,MHJ,Meppershall,5200N 00020W
GB,MID,Middlesbrough,5434N 00109W
GB,MLF,Milford Haven,5143N 00502W
GB,MLG,Mallaig,5700N 00550W
GB,MLI,Mullion,5002N 00514W
GB,MLP,"Millport, Great Cumbrae",5545N 00457W
GB,MMR,Mossmoran,5605N 00319W
GB,MNC,Manchester,5330N 00213W
GB,MNS,"Moaness, Hoy",5855N 00319W
GB,MON,Montrose,5642N 00227W
GB,MRB,"Maryfield, Bressay",6009N 00107W
GB,MRR,Moelfre Roads,5321N 00414W
GB,MRS,Morston,5257N 00058E
GB,MSC,"Manchester Ship Canal, Salford",5329N 00219W
GB,MSD,Maitresse Island,4858N 00204W
GB,MSH,Mousehole,5005N 00533W
GB,MSI,Great Massingham,5246N 00040E
GB,MTH,Methil,5611N 00301W
GB,MUA,Muasdale,5536N 00540W
GB,MVG,Mevagissey,5016N 00447W
GB,MYE,Mid Yell,6036N 00104W
GB,MYL,Mylor,5010N 00503W
GB,MYN,Maydown,5501N 00715W
GB,MYS,Maylandsea,5141N 00046E
GB,MYW,Maesycwmmer,5138N 00314W
GB,NAI,Nairn,5735N 00353W
GB,NAR,Arran,5300N 00107W
GB,NBC,Newbiggin by the Sea,5510N 00131W
GB,NBI,Nethy Bridge,5716N 00338W
GB,NBS,Newton by the Sea,5530N 00140W
GB,NBW,North Berwick,5604N 00243W
GB,NCL,Newcastle upon Tyne,5458N 00136W
GB,NCN,Norton Canes,5240N 00158W
GB,NCS,Newcastle,5413N 00554W
GB,NCY,Newcastle Emlyn,5202N 00428W
GB,NEA,Neath,5139N 00348W
GB,NEF,Nefyn,5256N 00430W
GB,NFC,North Finchley,5137N 00010W
GB,NFK,Hoverton,5256N 00118E
GB,NGG,Nigg,5743N 00400W
GB,NGI,Newbiggin,5438N 00208W
GB,NHC,North Cove,5226N 00144E
GB,NHO,New Holland,5342N 00022W
GB,NHS,North Harris,5753N 00652W
GB,NLE,Thornley,5445N 00126W
GB,NME,Northmavine,6038N 00120W
GB,NMY,Normans Bay,5049N 00023E
GB,NNR,Normanton le Heath,5242N 00126W
GB,NO2,Gretton,5232N 00040W
GB,NOH,"North Haven, Fair Isle",5932N 00136W
GB,NOQ,North Queensferry,5601N 00324W
GB,NOT,Norton,5407N 00046W
GB,NPO,Newport,5042N 00117W
GB,NRB,Northbay,5700N 00724W
GB,NRF,North Ferriby,5343N 00030W
GB,NRO,North Ronaldsay,5921N 00226W
GB,NRR,North Roe to Hillswick,6035N 00120W
GB,NSA,Ness,5827N 00620W
GB,NSD,North Sunderland,5534N 00140W
GB,NSH,North Shields,5500N 00128W
GB,NSN,Neilston,5547N 00425W
GB,NSS,Thorpeness,5210N 00137E
GB,NTF,Newton Ferrers,5019N 00402W
GB,NTL,North Lochs,5806N 00629W
GB,NTZ,North Tawton,5048N 00354W
GB,NUI,North Uist,5736N 00709W
GB,NWF,Newhaven/Edinburgh,5559N 00311W
GB,NWN,Newtown,5042N 00124W
GB,NY2,Buckden,5411N 00205W
GB,NYD,Neyland,5142N 00456W
GB,OBA,Oban,5625N 00528W
GB,OBR,Oulton Broad,5229N 00144E
GB,OCH,Lochs,5806N 00629W
GB,ODD,"Oddsta, Fetlar",6037N 00055W
GB,ODH,Oldham,5333N 00207W
GB,ODO,Old Dornie,5802N 00525W
GB,OGH,Brough,5343N 00035W
GB,OHM,Bosham,5049N 00052W
GB,OHT,Shotts,5549N 00347W
GB,OKK,Old Kilpatrick,5555N 00427W
GB,OLL,Coll,5637N 00631W
GB,OOT,Hooton,5317N 00257W
GB,ORH,Orford,5206N 00132E
GB,ORK,Orkney,5904N 00253W
GB,ORR,Corran,5643N 00514W
GB,OTC,South Lochs,5806N 00629W
GB,OTR,"Otternish, North Uist",5741N 00711W
GB,PAE,Pentraeth,5316N 00413W
GB,PAG,Paglesham,5138N 00040E
GB,PAK,Port Askaig,5551N 00607W
GB,PAL,Palnackie,5725N 00611W
GB,PAP,Port Appin,5633N 00524W
GB,PAR,Par,5021N 00443W
GB,PAT,Paddington,5130N 00011W
GB,PBA,Portballintrae,5513N 00632W
GB,PBD,Pembridge,5213N 00254W
GB,PBM,Prenton/Birkenhead,5322N 00302W
GB,PCO,Porth Colmon,5254N 00438W
GB,PCW,Porthcawl,5129N 00342W
GB,PDD,Pen-Clawdd,5138N 00405W
GB,PDL,Pontardulais,5143N 00405W
GB,PEG,Port Edgar,5559N 00325W
GB,PEM,Pembroke,5140N 00454W
GB,PER,Perth,5624N 00326W
GB,PFY,Portaferry,5423N 00533W
GB,PGD,Portgordon,5740N 00301W
GB,PGG,Port Glasgow,5556N 00441W
GB,PGI,Porthgain,5156N 00510W
GB,PGV,Port Gaverne,5036N 00449W
GB,PHD,Peterhead,5730N 00147W
GB,PHV,Peacehaven,5048N 00000E
GB,PI7,Pitney,5103N 00247W
GB,PIE,"Pierowall, Westray",5919N 00300W
GB,PKA,Portskerra,5834N 00355W
GB,PKD,Penkridge,5244N 00207W
GB,PKL,Pocklington,5336N 00045W
GB,PKN,Portknockie,5742N 00252W
GB,PKR,Pickering,5415N 00047W
GB,PLN,Port Ellen,5538N 00611W
GB,PLO,Plockton,5720N 00539W
GB,PLP,Polperro,5020N 00432W
GB,PLR,Polruan,5019N 00437W
GB,PLV,Porthleven,5005N 00519W
GB,PLY,Plymouth,5024N 00407W
GB,PMK,Portmahomack,5750N 00349W
GB,PMR,"Port Mor, Muck",5650N 00614W
GB,PMY,Pembrey,5141N 00416W
GB,PNA,Patna,5522N 00430W
GB,PNB,Penberth,5003N 00536W
GB,PNE,Pendeen,5010N 00540W
GB,PNG,Portnalong,5712N 00615W
GB,PNH,Penarth,5126N 00310W
GB,PNV,Portnahaven,5540N 00630W
GB,POC,Port Clarence,5435N 00114W
GB,POG,Port Logan,5442N 00457W
GB,POH,Porthoustock,5003N 00504W
GB,POI,"Point, Island of Lismore",5633N 00526W
GB,POR,Porth,5137N 00324W
GB,PPG,Pipe Gate,5258N 00223W
GB,PPK,Portpatrick,5451N 00507W
GB,PPO,Saint Peter Port,4927N 00232W
GB,PPW,Papa Westray,5920N 00253W
GB,PQT,Bishopsteignton,5033N 00332W
GB,PRE,Preston,5345N 00243W
GB,PRJ,Portreath,5016N 00518W
GB,PRL,Portloe,5013N 00454W
GB,PRN,Portnaguran and Ness,5829N 00613W
GB,PRP,Portincaple,5606N 00451W
GB,PRT,Portree,5725N 00611W
GB,PRU,Portbury,5128N 00243W
GB,PRZ,Porlock,5112N 00325W
GB,PSB,Sutton Bridge,5246N 00011E
GB,PSC,Portscatho,5011N 00459W
GB,PSE,Port Seton,5558N 00257W
GB,PSM,Port Saint Mary,5404N 00444W
GB,PSU,Port Sunlight,5320N 00259W
GB,PSW,Portstewart,5511N 00643W
GB,PSY,Portsoy,5741N 00241W
GB,PTB,Port Talbot,5136N 00347W
GB,PTC,Pettycur,5604N 00311W
GB,PTD,Porthmadog,5256N 00407W
GB,PTG,Porthgwarra,5002N 00540W
GB,PTH,Portishead,5129N 00246W
GB,PTT,Partington,5325N 00225W
GB,PVD,Portavadie,5552N 00518W
GB,PVG,Portavogie,5427N 00527W
GB,PWE,Poolewe,5745N 00536W
GB,PWI,Port William,5446N 00435W
GB,PWL,Pwllheli,5253N 00425W
GB,PWM,Pittenweem,5613N 00244W
GB,QDL,Quedgeley,5149N 00217W
GB,QGT,Wallesbourne Hastings,5211N 00135W
GB,QWR,Bishops Castle,5230N 00300W
GB,QZL,Clevedon,5126N 00250W
GB,RAP,"Rapness, Westray",5916N 00252W
GB,RAS,"Clachan, Raasay",5720N 00604W
GB,RAY,"Rothesay, Isle of Bute",5553N 00509W
GB,RBB,Robin Hoods Bay,5424N 00029W
GB,RBD,Rawcliffe Bridge,5340N 00056W
GB,RBL,Erribol,5828N 00414W
GB,RCB,Rhu Coigach - Badluachrach,5753N 00523W
GB,RCD,Bracadale,5721N 00624W
GB,RDA,Rossendale,5341N 00215W
GB,RDH,Rudh Re - Red Point,5738N 00549W
GB,RDN,Reading,5127N 00058W
GB,RDS,Reddish,5326N 00209W
GB,REA,Reay,5833N 00347W
GB,REB,Redcliff Bay,5128N 00247W
GB,RED,Red Bay,5504N 00601W
GB,REJ,Rejerrah,5021N 00505W
GB,REM,Reedham,5233N 00134E
GB,REN,Renfrew,5553N 00424W
GB,RER,Redcar,5436N 00103W
GB,REV,"Brevig, Barra",5657N 00726W
GB,RFR,Rock Ferry,5322N 00300W
GB,RGH,Brough,5839N 00320W
GB,RGL,Ravenglass,5421N 00324W
GB,RHB,"Rhubodach, Isle of Bute",5555N 00508W
GB,RHS,Rhos-on-Sea,5318N 00345W
GB,RHU,Rhu,5601N 00446W
GB,RIC,Richborough,5117N 00120E
GB,RIE,Scourie,5821N 00509W
GB,RIG,Tendring,5153N 00106W
GB,RLG,Bar Light,5332N 00319W
GB,RLW,Carloway,5816N 00646W
GB,RMB,Ramsbottom,5338N 00219W
GB,RME,Rosemarkie,5736N 00407W
GB,RNE,Rhosneigr,5314N 00431W
GB,RNN,Bernera (N Uist),5736N 00709W
GB,RNR,Bernera (Lewis),5811N 00659W
GB,ROC,Rock,5032N 00454W
GB,ROR,Rostrevor,5406N 00612W
GB,ROU,Rousay,5908N 00258W
GB,ROY,Rosyth,5602N 00326W
GB,RPH,Reepham,5314N 00260W
GB,RRB,Garrabost,5813N 00614W
GB,RRD,River Dart,5020N 00333W
GB,RRO,Carron,5724N 00536W
GB,RSB,Birsay,5907N 00317W
GB,RSH,Rosneath,5601N 00449W
GB,RSL,Thundersley,5133N 00035E
GB,RST,Breasclete,5812N 00645W
GB,RTH,Rotherham,5326N 00121W
GB,RTL,Port Erroll,5724N 00150W
GB,RTY,Rosehearty,5742N 00206W
GB,RUM,Ruan Minor,4959N 00511W
GB,RUN,Runcorn,5320N 00245W
GB,RVF,River Fowey,5024N 00435W
GB,RWS,Wetheringsett,5215N 00107E
GB,RYD,Ryde,5044N 00110W
GB,RYL,Reynoldston,5135N 00411W
GB,SAA,Southend-on-Sea,5132N 00042E
GB,SAD,Sandford,5049N 00340W
GB,SAG,Saint Agnes,4953N 00620W
GB,SAI,Shanklin,5037N 00111W
GB,SAU,Saundersfoot,5142N 00443W
GB,SBA,Stapleford Abbots,5138N 00010E
GB,SBI,Stowbridge,5238N 00022E
GB,SCB,Salcombe,5014N 00347W
GB,SCC,"Scalpay, Outer Hebridies",5752N 00641W
GB,SCF,Scapa,5858N 00259W
GB,SCG,"Scalasaig, Colonsay",5604N 00610W
GB,SCH,Stockinish,5748N 00610W
GB,SCM,Saint Combs and Charleston,5740N 00155W
GB,SCN,"Scarinish, Tiree",5631N 00649W
GB,SCO,"Sconser, Isle of Skye",5718N 00607W
GB,SCP,Scunthorpe,5335N 00039W
GB,SCR,Scrabster,5837N 00333W
GB,SCT,Stockton,5215N 00242W
GB,SDM,Sidmouth,5041N 00315W
GB,SDO,Sandown,5039N 00109W
GB,SDQ,Sheldon,5227N 00146W
GB,SDS,Sandside,5834N 00347W
GB,SDT,Bradstone,5034N 00416W
GB,SDW,Sandwich,5116N 00121E
GB,SEC,Southend Argyll,5519N 00538W
GB,SED,Salt End,5344N 00014W
GB,SEF,Seaforth,5328N 00301W
GB,SES,Sidlesham,5047N 00047W
GB,SEZ,Sheen,5309N 00150W
GB,SF5,Scarcliffe,5321N 00126W
GB,SFK,Scarfskerry,5839N 00316W
GB,SFR,Seaford,5046N 00006E
GB,SFU,Stuartfield,5730N 00203W
GB,SFW,Scapa Flow,5853N 00304W
GB,SFY,Salford,5329N 00216W
GB,SGC,Badminton,5132N 00217W
GB,SGM,Sheringham,5256N 00112E
GB,SGP,Saint Margaret's Hope,5850N 00257W
GB,SHE,Sheffield,5322N 00130W
GB,SHG,South Hayling,5047N 00058W
GB,SHK,Southwick,5050N 00014W
GB,SHN,Shandon,5603N 00448W
GB,SHO,Shoreham,5119N 00011E
GB,SHU,Seahouses,5535N 00140W
GB,SHX,Shieldaig,5731N 00538W
GB,SHY,Saint Helens,5327N 00244W
GB,SID,Snape Bridge,5209N 00130E
GB,SJJ,Small Heath,5227N 00149W
GB,SJL,Strangford,5422N 00534W
GB,SJU,Saint Just,5006N 00541W
GB,SJY,Studland,5038N 00156W
GB,SKE,Skegness,5309N 00020E
GB,SKR,Skerray,5832N 00418W
GB,SKV,Saint Keverne,5003N 00506W
GB,SKZ,Skeld,6010N 00126W
GB,SLB,Selby,5347N 00104W
GB,SLC,Saltcoats,5537N 00448W
GB,SLV,Solva (Solfach),5152N 00511W
GB,SMA,Saint Marys Bay,5101N 00058E
GB,SMC,Saint Monance (Saint Monans),5613N 00246W
GB,SMH,"Saint Margaret's Hope, South Ronaldsay",5850N 00258W
GB,SMM,Saint Michael's Mount,5007N 00528W
GB,SMP,Saint Sampson (Golant),5022N 00439W
GB,SMU,Summercourt,5021N 00458W
GB,SMV,Saint Mawes,5009N 00501W
GB,SMW,Simonswood,5330N 00252W
GB,SNC,Sennen Cove,5004N 00542W
GB,SNJ,Sand,6013N 00123W
GB,SNK,Sandness,6018N 00139W
GB,SNV,Saint Minver,5033N 00452W
GB,SNW,St Andrews,5620N 00247W
GB,SOA,Stroma,5841N 00307W
GB,SOQ,South Queensferry,5559N 00324W
GB,SOT,Stoke on Trent,5300N 00211W
GB,SOW,Stanlow,5235N 00218W
GB,SPI,Sandhaven and Pitullie,5741N 00202W
GB,SPQ,Stackpole Quay,5137N 00454W
GB,SPT,Sompting,5049N 00021W
GB,SPY,Shapinsay,5903N 00251W
GB,SQK,Saint Martins,4957N 00617W
GB,SRC,Strathcarron,5726N 00525W
GB,SRH,Strathaird,5710N 00603W
GB,SRI,Stalbridge,5057N 00222W
GB,SRQ,Southerness,5452N 00336W
GB,SRT,Southport,5339N 00300W
GB,SRX,Sark,4926N 00222W
GB,SRY,South Ronaldsay,5844N 00258W
GB,SRZ,Strete,5019N 00338W
GB,SSH,South Shields,5459N 00125W
GB,SSK,Shiskine,5531N 00518W
GB,SSY,Selsey,5044N 00048W
GB,ST2,Stechford,5229N 00148W
GB,STH,Salthouse,5256N 00106E
GB,STO,Stornoway,5813N 00622W
GB,STQ,Saint Quivox,5529N 00434W
GB,STR,Stranraer,5454N 00502W
GB,STT,Stockton-on-Tees,5434N 00119W
GB,STZ,Staithes,5433N 00048W
GB,SUL,Sullom Voe,6028N 00118W
GB,SUN,Sunderland,5454N 00123W
GB,SUT,South Arne,5604N 00415E
GB,SVI,Sevington,5107N 00054E
GB,SVN,Stonehaven,5658N 00213W
GB,SVS,Saint David's,5153N 00516W
GB,SVT,Silvertown,5130N 00002E
GB,SVW,Seaview,5041N 00118W
GB,SVZ,Saint Mary's,4955N 00618W
GB,SWA,Swansea,5138N 00358W
GB,SWC,Sandwick,5959N 00115W
GB,SWE,Swanage,5037N 00158W
GB,SWN,Swinton,5330N 00221W
GB,SWY,Scalloway,6008N 00117W
GB,SXE,Staxigoe,5826N 00302W
GB,SYL,Shinness,5805N 00428W
GB,SYM,Symbister,6020N 00102W
GB,SYR,Stourton/Leeds,5347N 00132W
GB,SYY,Steynton,5143N 00501W
GB,SZB,Sizewell Beach,5212N 00137E
GB,SZC,Saint Clement,5015N 00501W
GB,SZT,Snizort,5729N 00619W
GB,TAB,"Tarbert,Harris",5754N 00648W
GB,TAD,Taddiport,5056N 00409W
GB,TAI,Tayinloan,5539N 00539W
GB,TAM,Tameside,5329N 00205W
GB,TAR,"Tarbert, Loch Fyne",5552N 00525W
GB,TAY,Tayport,5627N 00253W
GB,TBN,Toberonochy,5612N 00537W
GB,TBR,Saint Brelade,4912N 00212W
GB,TBY,Torbay/Paignton,5027N 00334W
GB,TDI,Tudweiliog,5254N 00436W
GB,TED,Stanstead,5206N 00041E
GB,TEE,Teesport,5435N 00109W
GB,TEN,Tenby (Dinbych-y-pysgod),5140N 00443W
GB,TEZ,Talbot Green,5272N 00347W
GB,TFO,Tilford,5111N 00045W
GB,TFR,Trefforest,5135N 00319W
GB,TFT,Toft Shetland,6028N 00113W
GB,TGU,Tongue,5828N 00425W
GB,THM,Topsham,5041N 00327W
GB,THR,Thurso,5835N 00331W
GB,THT,South Uist and Eriskay,5704N 00716W
GB,TIG,Tighnabruaich,5554N 00514W
GB,TLD,Shetland,6032N 00113W
GB,TLE,Saint Helens,5041N 00106W
GB,TLI,Tayvallich,5601N 00537W
GB,TLN,Talmine,5832N 00425W
GB,TND,Standlake,5143N 00125W
GB,TNG,Tingwall Orkney,5905N 00303W
GB,TNM,Teignmouth,5033N 00328W
GB,TNR,Saint Helier,4911N 00206W
GB,TOB,Tobermory,5638N 00605W
GB,TOR,Torquay,5027N 00330W
GB,TPB,Thorpe Bay,5153N 00045E
GB,TPO,Torpoint,5023N 00413W
GB,TRA,Tranmere,5322N 00301W
GB,TRD,Torridon,5732N 00531W
GB,TRL,Thornhill,5321N 00142W
GB,TRN,Troon,5533N 00439W
GB,TRO,Trefor,5300N 00424W
GB,TRR,Trearddur,5317N 00437W
GB,TRS,South Harris,5801N 00621W
GB,TSO,Tresco,4957N 00620W
GB,TTL,Tetney Terminal,5329N 00001E
GB,TVD,Tividale,5231N 00204W
GB,TWL,Tingwall,6010N 00113W
GB,TYD,Tyddewi (St David's),5153N 00515W
GB,TYM,Tynemouth,5501N 00126W
GB,TYN,Tyne,5500N 00126W
GB,UCN,Buchan,5754N 00002E
GB,UEN,Saint Ouen,4913N 00212W
GB,UFY,Upper Froyle,5111N 00055W
GB,UGH,Billingborough,5253N 02000W
GB,UIG,Uig,5735N 00622W
GB,ULF,Ulva Ferry,5629N 00608W
GB,ULL,Ullapool,5754N 00510W
GB,ULS,"Ulsta, Yell",6030N 00110W
GB,UNS,Bunessan,5619N 00614W
GB,UPH,Upholland,5332N 00243W
GB,UPI,Uppingham,5235N 00043W
GB,UPR,Upnor,5124N 00031E
GB,URT,Sturton by Stow,5318N 00039W
GB,UTS,Stromeferry,5721N 00532W
GB,UYE,"Uyeasound, Unst",6042N 00055W
GB,VEN,Ventnor,5036N 00112W
GB,VID,Vidlin,6022N 00108W
GB,VOE,Voe,6021N 00115W
GB,VVE,Belgrave,5239N 00170W
GB,WAB,Wadebridge,5031N 00450W
GB,WAX,West Auckland,5438N 00144W
GB,WBF,West Burrafirth,6018N 00132W
GB,WBY,Wembley,5133N 00017W
GB,WCB,Whitcombe,5041N 00224W
GB,WDN,Widnes,5321N 00244W
GB,WEX,Withernsea,5344N 00020E
GB,WFD,Wakefield,5342N 00129W
GB,WFT,Waterfoot,5504N 00604W
GB,WGD,West Grinstead,5058N 00020W
GB,WGN,Wigan,5332N 00237W
GB,WGW,Walsgrave on Sowe,5225N 00126W
GB,WHE,Whitehead,5445N 00542W
GB,WHH,Isle of Whithorn,5442N 00422W
GB,WHL,"Whitehall Village, Stronsay",5908N 00237W
GB,WIC,Wick Caithness,5826N 00305W
GB,WIG,Wigtown,5452N 00426W
GB,WJH,Blewbury,5133N 00114W
GB,WKM,Wickham,5054N 00111W
GB,WKO,Warkworth,5521N 00136W
GB,WL2,Willingham,5219N 00040E
GB,WLG,Whaligoe,5820N 00311W
GB,WLK,Walker,5459N 00133W
GB,WLZ,Walls Shetland,6013N 00134W
GB,WMB,Wemyss Bay,5553N 00454W
GB,WMD,West Mainland,6013N 00123W
GB,WMS,West Mersea,5147N 00055E
GB,WND,Warndon,5212N 00210W
GB,WNL,Whinnyfold,5723N 00152W
GB,WNS,Wells-next-the-Sea,5257N 00050W
GB,WNZ,Walton-on-the-Naze,5152N 00116E
GB,WOL,North Woolwich,5130N 00040E
GB,WOT,Worthing,5049N 00023W
GB,WRB,West Loch Tarbert,5551N 00526W
GB,WRE,Wardle,5307N 00235W
GB,WRH,Wareham,5041N 00207W
GB,WRN,Warrington,5323N 00236W
GB,WSM,Weston-Super-Mare,5121N 00258W
GB,WSP,Weston Point,5319N 00245W
GB,WTB,Whitby,5429N 00037W
GB,WTE,Westerleigh,5130N 00225W
GB,WTW,Wallsend,5459N 00132W
GB,WWE,West Wemyss,5608N 00305W
